objectid,filename,youtubeid,title,format,description,creator,recipient,date,date-is-approximate?,item_information,subject,location,latitude,longitude,related_publication,publisher-digital,source,findingaid,original-identifier,identifier,rights,rightsstatement,type,language,relation
fgcu_bhs_0208,fgcu_bhs_0208.jpg,,Dunbar Elementary Future Nurses Club with Mrs. Louise Hamilton,image/jpeg,"Students posed for the Future Nurses with Mrs. Louis Hamilton, Physical materials included in the Lee County Black History Society digital collection can be found at the Lee County Black History Society, Fort Myers, FL.","Hamilton, Louise, Jones, Ernicee, Alice, Rountree, Curry, Johnnie Mae, Idlette, Stallsworth, Pamela",,,,single-page; photographs,African American school children; Portrait photography; African American adults,"(Lee County, Fla.); Fort Myers (Fla.)",,,,"University Archives and Special Collections, Florida Gulf Coast University, Fort Myers, Florida, USA","Lee County Black History Society, Fort Myers, Florida, USA",,,,In Copyright – Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/,Image,eng,
fgcu_bhs_0209,fgcu_bhs_0209.jpg,,Dunbar Elementary Future Teachers Club with Mrs. Mary Moore Smith,image/jpeg,"Students posed for the Future Teachers Club with Mrs. Mary Moore Smith, Physical materials included in the Lee County Black History Society digital collection can be found at the Lee County Black History Society, Fort Myers, FL.","Golden, Lutricia, Browning, Ted, Hall, Jamie, Hall, Victor, Hayden, Bobbie Jean, Bradwell, Dale, Wilcox, Wesley, Joan, Huggins, Bobby, Scurry, Harriett, Curter, Sandra, Smith, Mary Moore",,,,single-page; photographs,African American school children; Students and teacher; Portrait photography,"(Lee County, Fla.); Fort Myers (Fla.)",,,,"University Archives and Special Collections, Florida Gulf Coast University, Fort Myers, Florida, USA","Lee County Black History Society, Fort Myers, Florida, USA",,,,In Copyright – Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/,Image,eng,
fgcu_bhs_0210,fgcu_bhs_0210.jpg,,Dunbar Elementary Future Cooks and Bakers with Mrs. Josie W. Parks,image/jpeg,"Students posed for the Future Cooks and Bakers with Mrs. Josie W. Parks, Physical materials included in the Lee County Black History Society digital collection can be found at the Lee County Black History Society, Fort Myers, FL.","Parks, Josie W., Steele, Jackie, Jones, Mims, Carter, Sandra, Douglas, Evon, Bradwell, Veronica, Block, Linda",,,,single-page; photographs,African American school children; Students and teacher; Portrait photography,"(Lee County, Fla.); Fort Myers (Fla.)",,,,"University Archives and Special Collections, Florida Gulf Coast University, Fort Myers, Florida, USA","Lee County Black History Society, Fort Myers, Florida, USA",,,,In Copyright – Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/,Image,eng,
fgcu_bhs_0211,fgcu_bhs_0211.jpg,,Dunbar Elementary Future Librarians with Mrs. Christine Battle,image/jpeg,"Students posed for the Future Librarians Club with Mrs. Christine Battle, Physical materials included in the Lee County Black History Society digital collection can be found at the Lee County Black History Society, Fort Myers, FL.","Battle, Christine, Thurman, Young, Pete, Fuller",,,,single-page; photographs,African American school children; Students and teacher; Portrait photography,"(Lee County, Fla.); Fort Myers (Fla.)",,,,"University Archives and Special Collections, Florida Gulf Coast University, Fort Myers, Florida, USA","Lee County Black History Society, Fort Myers, Florida, USA",,,,In Copyright – Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/,Image,eng,
fgcu_bhs_0212,fgcu_bhs_0212.jpg,,"Dunbar Elementary Safety Patrols with Mr. George Pierce, Mrs. Miriam Campbell, and Principal Stallsworth",image/jpeg,"Students posed for Safety Patrols with Mr. George Pierce, Mrs. Miriam Campbell, and Principal Elizabeth Stallsworth, Physical materials included in the Lee County Black History Society digital collection can be found at the Lee County Black History Society, Fort Myers, FL.","Pierce, George, Campbell, Miriam, Stallsworth, Elizabeth G., Stallsworth, Pamela, Walker, James, Walker, Aundrey, Hall, James Kent, Cass, Lucy, Jean, Gloria",,,,single-page; photographs,African American children; Portrait photography; Faculty (Education),"(Lee County, Fla.); Fort Myers (Fla.)",,,,"University Archives and Special Collections, Florida Gulf Coast University, Fort Myers, Florida, USA","Lee County Black History Society, Fort Myers, Florida, USA",,,,In Copyright – Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/,Image,eng,
fgcu_bhs_0213,fgcu_bhs_0213.jpg,,Dunbar Elementary May Day Pageant with King and Queen,image/jpeg,"Students posed for May Day pageant, Physical materials included in the Lee County Black History Society digital collection can be found at the Lee County Black History Society, Fort Myers, FL.","Sims, Bobbye, Steel, Jacqueline, Way, Hope, Cosby, Samuel, Freeman, Delena, Smith, Carolyn, Williams, Barbara, Hamilton, Judith, Butler, James, Fuller, Virgil, Thomas, Abraham, Walker, Aundrey, Woodberry Jr., Howard, Davis, Paul, Douglas, Samuel, Teal, Chester",,,,single-page; photographs,African American school children; Portrait photography; May Day,"(Lee County, Fla.); Fort Myers (Fla.)",,,,"University Archives and Special Collections, Florida Gulf Coast University, Fort Myers, Florida, USA","Lee County Black History Society, Fort Myers, Florida, USA",,,,In Copyright – Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/,Image ,eng,
fgcu_bhs_0214,fgcu_bhs_0214.jpg,,Dunbar Elementary Students School Photos,image/jpeg,"Students school photos, Physical materials included in the Lee County Black History Society digital collection can be found at the Lee County Black History Society, Fort Myers, FL.","Stevens, Gwendolyn, Churchwell, Norma Jean, Shoemaker, Mattie, Hall, Helen, Stephens, Stephanie, Weston, John Henry, Tyson, Ruby, Stephens, Kim, Gwendolyn, Stephenson, Tyson, Tangelia",,,,single-page; photographs,African American children; African American school children; African American elementary schools; Portrait photography,"(Lee County, Fla.); Fort Myers (Fla.)",,,,"University Archives and Special Collections, Florida Gulf Coast University, Fort Myers, Florida, USA","Lee County Black History Society, Fort Myers, Florida, USA",,,,In Copyright – Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/,Image,eng,
fgcu_bhs_0224,fgcu_bhs_0224.jpg,,Dunbar Elementary scene from performance titled Silhouettes in Rhythm,image/jpeg,"Children in costumes for perfomance titled Silhouettes in Rhythms, Physical materials included in the Lee County Black History Society digital collection can be found at the Lee County Black History Society, Fort Myers, FL.","Douglas, Samuel, Golden, Lutricia, Teal, Chester, Davis, Paul, Walker, Aundrey, Idlette, Mary",,,,single-page; photographs,African American children; Children's costumes; Performance,"(Lee County, Fla.); Fort Myers (Fla.)",,,,"University Archives and Special Collections, Florida Gulf Coast University, Fort Myers, Florida, USA","Lee County Black History Society, Fort Myers, Florida, USA",,,,In Copyright – Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/,Image,eng,
fgcu_bhs_0231,fgcu_bhs_0231.jpg,,Young Black Girl Posed for Program at Dunbar Elementary,image/jpeg,"Young black girl posed for photo, Physical materials included in the Lee County Black History Society digital collection can be found at the Lee County Black History Society, Fort Myers, FL.",,,,,single-page; photographs,African American girls; Portrait photography; Female adolescents,"(Lee County, Fla.); Fort Myers (Fla.)",,,,"University Archives and Special Collections, Florida Gulf Coast University, Fort Myers, Florida, USA","Lee County Black History Society, Fort Myers, Florida, USA",,,,In Copyright – Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/,Image,eng,
fgcu_bhs_0232,fgcu_bhs_0232.jpg,,Young boy posed for Program at Dunbar Elementary,image/jpeg,"Young boy posed for photo, Physical materials included in the Lee County Black History Society digital collection can be found at the Lee County Black History Society, Fort Myers, FL.",,,,,single-page; photographs,African American boy; Portrait photography; Male adolescents,"(Lee County, Fla.); Fort Myers (Fla.)",,,,"University Archives and Special Collections, Florida Gulf Coast University, Fort Myers, Florida, USA","Lee County Black History Society, Fort Myers, Florida, USA",,,,In Copyright – Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/,Image,eng,
fgcu_bhs_0243,fgcu_bhs_0243.jpg,,"Dunbar Elementary Kindergarten, First, and Second Graders",image/jpeg,"Students posed for photo kindergarten, first, and second graders, Physical materials included in the Lee County Black History Society digital collection can be found at the Lee County Black History Society, Fort Myers, FL.","White, Nathaniel, Street, Johnny, Hall, Kent, Scott, Essie, Robinson, Roberta, Myers, Harriet, Woodberry Jr., Howard, Simmons, Bobby",,1954,,single-page; photographs,African American students; African American elementary schools; Portrait photography,"(Lee County, Fla.); Fort Myers (Fla.)",,,,"University Archives and Special Collections, Florida Gulf Coast University, Fort Myers, Florida, USA","Lee County Black History Society, Fort Myers, Florida, USA",,,,In Copyright – Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/,Image,eng,
fgcu_bhs_0247,fgcu_bhs_0247.pdf,,Letter from the PTA about the Dunbar Heights Little League,application/pdf,"A letter from the Parent-Teacher Association requesting a donation to support the Dunbar Heights Little League., Physical materials included in the Lee County Black History Society digital collection can be found at the Lee County Black History Society, Fort Myers, FL","Shoemaker, Veronica, Green, Willie, Ware, Walter, Parent-Teacher Association of Dunbar Elementary School",,1967-06-12,,single-page; letter,Letters; Parents' and teachers' association; Little League baseball,"(Lee County, Fla.); Fort Myers (Fla.)",,,,"University Archives and Special Collections, Florida Gulf Coast University, Fort Myers, Florida, USA","Lee County Black History Society, Fort Myers, Florida, USA",,,,In Copyright – Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/,Text,eng,
fgcu_bhs_0259,fgcu_bhs_0259.pdf,,Christmas Program,application/pdf,"Agenda for a Christmas program, Physical materials included in the Lee County Black History Society digital collection can be found at the Lee County Black History Society, Fort Myers, FL.","Shoemaker, Veronica, Gadd, Charles R.",,1966-12-08,,single-page; agenda,Documents; Christmas; African American elementary schools,"(Lee County, Fla.); Fort Myers (Fla.)",,,,"University Archives and Special Collections, Florida Gulf Coast University, Fort Myers, Florida, USA","Lee County Black History Society, Fort Myers, Florida, USA",,,,In Copyright – Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/,Text,eng,
fgcu_bhs_0286,fgcu_bhs_0286.jpg,,Dunbar Elementary Halloween Carnival,image/jpeg,"Flyer for the Dunbar Elementary School carnival, Physical materials included in the Lee County Black History Society digital collection can be found at the Lee County Black History Society, Fort Myers, FL.",,,,,single-page; photographs,Advertising fliers; Carnival; African Americane elementary school,"(Lee County, Fla.); Fort Myers (Fla.)",,,,"University Archives and Special Collections, Florida Gulf Coast University, Fort Myers, Florida, USA","Lee County Black History Society, Fort Myers, Florida, USA",,,,In Copyright – Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/,Image,eng,
fgcu_bhs_0298,fgcu_bhs_0298.jpg,,Tenth Annual Spelling Bee Program,image/jpeg,"A program for the tenth annual spelling be a Dunbar Elementary School, Physical materials included in the Lee County Black History Society digital collection can be found at the Lee County Black History Society, Fort Myers, FL.",,,1966-05-09,,single-page; photographs,Spelling bees; African American elementary schools; Resource programs (Education),"(Lee County, Fla.); Fort Myers (Fla.)",,,,"University Archives and Special Collections, Florida Gulf Coast University, Fort Myers, Florida, USA","Lee County Black History Society, Fort Myers, Florida, USA",,,,In Copyright – Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/,Image,eng,
fgcu_bhs_0305,fgcu_bhs_0305.jpg,,Project Head Start at Dunbar Elementary School with Mrs.Nixon's Class,image/jpeg,"Head Start class at Dunbar Elementary School. Students are sitting at a table in Mrs. Nixon's class, Physical materials included in the Lee County Black History Society digital collection can be found at the Lee County Black History Society, Fort Myers, FL.",Mrs. Nixon,,,,single-page; photographs,Portrait photography; African American school children; Classroom environment,"(Lee County, Fla.); Fort Myers (Fla.)",,,,"University Archives and Special Collections, Florida Gulf Coast University, Fort Myers, Florida, USA","Lee County Black History Society, Fort Myers, Florida, USA",,,,In Copyright – Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/,Image,eng,
fgcu_bhs_0322,fgcu_bhs_0322.jpg,,Dunbar Elementary School Glee Club Performing at District IX Workshop,image/jpeg,"Dunbar Elementary School's Glee Club performing for at the District IX Fall Workshop, Physical materials included in the Lee County Black History Society digital collection can be found at the Lee County Black History Society, Fort Myers, FL.",,,,,single-page; photographs,African American elementary schools; African American children; African American school children,"(Lee County, Fla.); Fort Myers (Fla.)",,,,"University Archives and Special Collections, Florida Gulf Coast University, Fort Myers, Florida, USA","Lee County Black History Society, Fort Myers, Florida, USA",,,,In Copyright – Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/,Image,eng,
fgcu_bhs_0336,fgcu_bhs_0336.jpg,,"Two Students Outside Dunbar High School, 1937",image/jpeg,"Two students outside Dunbar High School, Physical materials included in the Lee County Black History Society digital collection can be found at the https://www.leecountyblackhistorysociety.org/, Fort Myers, FL.",,,1937,,single-page; photographs,Head Start programs; African American elementary schools; Education of children,"(Lee County, Fla.); Fort Myers (Fla.)",,,,"University Archives and Special Collections, Florida Gulf Coast University, Fort Myers, Florida, USA","Lee County Black History Society, Fort Myers, Florida, USA",,,,In Copyright – Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/,Image,eng,
fgcu_bhs_0427,fgcu_bhs_0427.pdf,,"Dunbar High, Oh Dunbar High, You Taught Your Children Well",application/pdf,"Dunbar High School's song. Dunbar, High, Oh Dunbar High Your Children Well, Physical materials included in the Lee County Black History Society digital collection can be found at the https://www.leecountyblackhistorysociety.org/, Fort Myers, FL.",,,,,single-page; pamphlet,Alma maters (songs); School music; African American schools,"(Lee County, Fla.); Fort Myers (Fla.)",,,,"University Archives and Special Collections, Florida Gulf Coast University, Fort Myers, Florida, USA","Lee County Black History Society, Fort Myers, Florida, USA",,,,In Copyright – Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/,Text,eng,
fgcu_bhs_0433,fgcu_bhs_0433.jpg,,Dunbar's First Football Team,image/jpeg,"Dunbar's First Football Team, Physical materials included in the Lee County Black History Society digital collection can be found at the https://www.leecountyblackhistorysociety.org/, Fort Myers, FL.",,,1931,,single-page;photographs,African American schools; African American (Athletics); Football teams,"(Lee County, Fla.); Fort Myers (Fla.)",,,,"University Archives and Special Collections, Florida Gulf Coast University, Fort Myers, Florida, USA","Lee County Black History Society, Fort Myers, Florida, USA",,,,In Copyright – Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/,Image,eng,
fgcu_bhs_0434,fgcu_bhs_0434.jpg,,"List of Dunbar High School Graduates, 1930-1934",image/jpeg,"List of Dunbar High School Graduates 1930, 1931, 1933, 1934, Physical materials included in the Lee County Black History Society digital collection can be found at the https://www.leecountyblackhistorysociety.org/, Fort Myers, FL.",,,1930-1934,,single-page; photographs,African American high school students; African American schools; High school graduates,"(Lee County, Fla.); Fort Myers (Fla.)",,,,"University Archives and Special Collections, Florida Gulf Coast University, Fort Myers, Florida, USA","Lee County Black History Society, Fort Myers, Florida, USA",,,,In Copyright – Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/,Image,eng,
fgcu_bhs_0442,fgcu_bhs_0442.jpg,,Flora Hamilton and James Smith win Prom Queen and King,image/jpeg,"Walter Williams, Flora Hamilton (Queen) and James Smith (King) at the Class of 1942 prom. McCollum Hall, Jessie Bennett (Teacher), Physical materials included in the Lee County Black History Society digital collection can be found at the https://www.leecountyblackhistorysociety.org/, Fort Myers, FL.","Williams, Walter, Hamilton, Flora, Smith, James, Hall, McCollum, Bennett, Jessie",,1942,,single-page;photographs,Proms; African American high school students; African American educators,"(Lee County, Fla.); Fort Myers (Fla.)",,,,"University Archives and Special Collections, Florida Gulf Coast University, Fort Myers, Florida, USA","Lee County Black History Society, Fort Myers, Florida, USA",,,,In Copyright – Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/,Image,eng,
fgcu_bhs_0459,fgcu_bhs_0459.jpg,,Miss E.B Mitchell's Class Recital,image/jpeg,"Program for Miss E.B. Mitchell's primary and elemnetary piano pupils performing at Mt. Olive A.M.E. Church on April 25, 1949 at 8pm, Physical materials included in the Lee County Black History Society digital collection can be found at the https://www.leecountyblackhistorysociety.org/, Fort Myers, FL.","Michell, E.B.",,1949-04-25,,single-page;photographs,African American school children; Dunbar High School,"(Lee County, Fla.); Fort Myers (Fla.)",,,,"University Archives and Special Collections, Florida Gulf Coast University, Fort Myers, Florida, USA","Lee County Black History Society, Fort Myers, Florida, USA",,,,In Copyright – Non-Commercial Use Permitted,http://rightsstatements.org/vocab/InC-NC/1.0/,Image,eng,
